wgi_glacier_id, lat, lon, total_area, max_length, mean_elev, max_elev, min_elev, topo_year, primary_class, tongue_activity, area_acy 
AF5Q112C0001,35.388,69.258,0.19,0.7,4610,4750,4475,1959,6,0,3
AF5Q112C0008,35.362,69.294,0.78,2.3,4375,4500,4250,1959,6,0,3
AF5Q112C0028,35.469,69.591,0.45,0.9,4675,4800,4550,1959,6,0,3
AF5Q112C0033,35.483,69.607,0.14,0.4,4860,5000,4725,1959,6,0,3
AF5Q112C0047,35.567,69.769,2.28,3.5,4490,4800,4175,1959,5,0,3
AF5Q112C0053,35.752,69.908,0.06,0.6,4850,4950,4750,1959,6,0,3
AF5Q112C0054,35.753,69.923,0.16,0.8,4510,4650,4375,1959,6,0,3
AF5Q112C0056,35.773,69.917,0.14,0.7,4660,4750,4550,1959,6,0,3
AF5Q112C0057,35.772,69.951,0.06,0.5,4625,4775,4475,1959,6,0,3
AF5Q112C0059,35.788,69.955,0.13,0.5,4660,4800,4525,1959,6,0,3
AF5Q112C0065,35.753,69.992,0.17,0.6,4760,4900,4625,1959,6,0,3
AF5Q112C0066,35.767,70,0.16,0.6,4840,4950,4725,1959,6,0,3
AF5Q112C0081,35.839,70.175,0.38,0.9,4740,5200,4725,1959,6,0,3
AF5Q112C0098,35.738,70.257,0.08,0.5,4860,4950,4775,1959,6,0,3
AF5Q112C0117,35.609,70.158,0.19,0.7,5025,5125,4925,1959,6,0,3
AF5Q112C0123,35.6,70.153,0.19,0.8,4888,4975,4800,1959,6,0,3
AF5Q112C0137,35.472,70.084,0.22,0.6,4425,4525,4325,1959,6,0,3
AF5Q112C0138,35.475,70.073,0.16,0.6,4525,4575,4475,1959,6,0,3
AF5Q112C0237,35.167,69.733,0.19,0.8,4575,4650,4500,1959,6,0,3
AF5Q112C0242,35.184,69.625,0.13,0.3,4525,4600,4450,1959,6,0,3
AF5Q112C0243,35.187,69.618,0.19,0.6,4350,4500,4200,1959,6,0,3
AF5X14005004,38.033,70.707,1.69,1.9,4080,4250,3910,1959,6,0,3
AF5X14005006,38.038,70.738,0.22,1,4160,4370,3980,1959,6,0,3
AF5X14005007,38.019,70.741,0.44,1.6,4060,4250,3870,1959,6,0,3
AF5X14005009,38.017,70.753,0.56,1.6,3940,4130,3740,1959,6,0,3
AF5X14005010,38.022,70.753,0.34,1.1,4020,4220,3810,1959,6,0,3
AF5X14005011,38.036,70.75,0.1,1.3,4080,4290,3860,1959,6,0,3
AF5X14005013,38.042,70.791,0.28,1.2,4140,4330,3950,1959,6,0,3
AF5X14005016,38.017,70.808,0.38, ,3680,4020,3420,1959,6,0,3
AF5X14005017,38.022,70.804,0.09,0.5,4020,4130,3910,1959,6,0,3
AF5X14005018,38.035,70.802,0.9, ,4070,4330,3810,1959,6,0,3
AF5X14005021,38.053,70.836,0.34,1.1,4030,4210,3850,1959,6,0,3
AF5X14005022,38.04,70.853,0.19,0.8,4100,4220,3990,1959,6,0,3
AF5X14005024,38.033,70.858,0.34,0.7,3860,3980,3750,1959,6,0,3
AF5X14005025,38.038,70.857,0.38,0.9,4020,4230,3820,1959,6,0,3
AF5X14005028,38.019,70.935,0.59,1.1,4250,4520,3940,1959,6,0,3
AF5X14005029,38.007,70.922,0.81,0.5,4000,4210,3780,1959,6,0,3
AF5X14005033,38.167,70.95,1.69,2,4240,4450,4020,1959,6,0,3
AF5X14005037,38,70.968,1.25,1.3,4400,4660,4150,1959,6,0,3
AF5X14005038,38,71,1.38,0.7,4350,4520,4180,1959,6,0,3
AF5X14005039,37.95,71.005,11.34,5.4,4200,4875,3500,1960,6,0,3
AF5X14005040,37.95,70.968,1.19,3.3,3840,4500,3500,1960,6,0,3
AF5X14005041,37.933,70.983,4.38,4.2,4100,4620,3700,1960,6,0,3
AF5X14005042,37.933,70.952,0.19,0.8,4040,4180,3900,1960,6,0,3
AF5X14005043,37.903,70.969,5.5,4.8,3900,4320,3140,1960,6,0, 
AF5X14005044,37.888,70.957,0.44,1.8,4200,4420,3980,1960,6,0,3
AF5X14005045,37.883,70.967,0.69,1.8,4220,4420,4020,1960,6,0,3
AF5X14005046,37.867,70.95,3.38,3.4,4300,4540,3790,1960,6,0,3
AF5X14005047,37.867,70.933,4.38,3.8,4100,4460,3500,1960,6,0,3
AF5X14005049,37.888,70.919,0.28,0.9,4080,4300,3860,1960,6,0,3
AF5X14005051,37.888,70.908,1.44,1.7,4320,4610,3820,1960,6,0,3
AF5X14005054,37.908,70.886,0.53, ,4060,4300,3820,1960,6,0,3
AF5X14005055,37.919,70.886,0.63,0.7,4060,4220,3900,1960,6,0,3
AF5X14005056,37.933,70.883,0.56,1,3860,4020,3700,1960,6,0,3
AF5X14005057,37.933,70.872,0.19,0.7,3900,4020,3780,1960,6,0,3
AF5X14005058,37.937,70.868,0.31,0.8,4160,4220,3900,1960,6,0,3
AF5X14005059,37.942,70.858,0.19,0.8,3960,4140,3780,1960,6,0,3
AF5X14005060,37.952,70.855,0.31,0.8,3920,4020,3820,1960,6,0,3
AF5X14005061,37.917,70.869,1.88,2.4,4060,4220,3780,1960,6,0,3
AF5X14005062,37.907,70.855,1.81,2,3960,4340,3660,1960,6,0,3
AF5X14005063,37.905,70.833,0.44,1.2,4050,4200,3900,1960,6,0,3
AF5X14005064,37.903,70.822,0.13,0.9,4060,4220,3900,1960,6,0,3
AF5X14005066,37.875,70.905,0.2,0.9,4320,4580,4060,1960,6,0,3
AF5X14005067,37.867,70.905,1.44,3,4100,4420,3740,1960,6,0,3
AF5X14005069,37.851,70.917,0.63, ,4300,4420,4060,1960,6,0,3
AF5X14005070,37.838,70.905,4.44,3.6,4200,4560,3700,1960,6,0,3
AF5X14005071,37.84,70.883,1.25,2.9,4200,4580,3660,1960,6,0,3
AF5X14005075,37.817,70.891,2.81,2.3,4180,4420,3860,1960,6,0,3
AF5X14005076,37.803,70.887,0.22,0.7,4320,4540,4100,1960,6,0,3
AF5X14005077,37.802,70.883,0.31,0.6,4100,4380,4020,1960,6,0,3
AF5X14005078,37.788,70.875,2.25,3.3,4040,4380,3700,1960,6,0,3
AF5X14005079,37.802,70.856,0.06,0.2,3980,4020,3940,1960,6,0,3
AF5X14005080,37.785,70.858,1.75,3,4000,4380,3660,1960,6,0,3
AF5X14005081,37.773,70.835,3.25,2.6,4000,4460,3660,1960,6,0,3
AF5X14005084,37.817,70.819,0.56,1.1,4020,4220,3820,1960,6,0,3
AF5X14005086,37.803,70.805,2.25,3.4,3900,4340,3540,1960,6,0,3
AF5X14005088,37.825,70.788,0.25,0.8,3860,4020,3700,1960,6,0,3
AF5X14005090,37.788,70.788,1.94,2.5,4160,4420,3980,1960,6,0,3
AF5X14005092,37.775,70.785,0.13,0.5,4160,4260,4060,1960,6,0,3
AF5X14005093,37.771,70.772,0.31,0.8,4080,4180,3980,1960,6,0,3
AF5X14005094,37.768,70.767,1.28,1.3,4100,4380,3980,1960,6,0,3
AF5X14005095,37.768,70.751,1.38,1.4,4040,4180,3900,1960,6,0,3
AF5X14005096,37.783,70.736,0.13,0.4,3920,4020,3820,1960,6,0,3
AF5X14005100,37.757,70.724,0.94,1,4080,4180,3980,1960,6,0,3
AF5X14005101,37.755,70.719,0.75,1,4040,4180,3940,1960,6,0,3
AF5X14005102,37.754,70.705,0.75,1.5,4000,4180,3820,1960,6,0,3
AF5X14005103,37.754,70.7,0.31,0.8,3900,4180,3780,1960,6,0,3
AF5X14005104,37.754,70.688,0.31,0.7,4020,4180,3860,1960,6,0,3
AF5X14006001,38.288,70.705,1.31,3.7,3960,4125,3520,1959,6,0,3
AF5X14006002,38.288,70.719,0.81,2.3,3720,4220,3200,1959,6,0,3
AF5X14006003,38.288,70.733,0.34,1,3960,4060,3780,1959,6,0,3
AF5X14006004,38.286,70.738,0.38,0.8,3960,4200,3780,1959,6,0,3
AF5X14006005,38.287,70.75,0.19,0.8,3800,4220,3620,1959,6,0,3
AF5X14006007,38.272,70.738,0.84,1.7,4140,4450,3980,1959,6,0,3
AF5X14006008,38.267,70.722,3.75,2.4,4000,4380,3780,1959,6,0,3
AF5X14006010,38.256,70.707,0.44,1,4140,4380,4020,1959,6,0, 
AF5X14006011,38.252,70.702,0.32,0.9,4000,4210,3820,1959,6,0,3
AF5X14006012,38.241,70.691,1.2,1.9,4040,4260,3860,1959,6,0,3
AF5X14006015,38.208,70.691,0.44,1.7,4080,4220,3780,1959,6,0,3
AF5X14006016,38.2,70.717,2.13,1.8,4040,4220,3870,1959,6,0,3
AF5X14006022,38.158,70.702,0.72,0.7,4150,4390,4080,1959,6,0,3
AF5X14006026,38.133,70.688,3.88,1.9,4100,4330,3900,1959,6,0,3
AF5X14006027,38.15,70.672,0.75,0.8,4010,4125,3850,1959,6,0, 
AF5X14006028,38.158,70.668,0.38,0.8,3980,4180,3780,1959,6,0, 
AF5X14006029,38.169,70.658,0.38,1,3980,4180,3780,1959,6,0, 
AF5X14006031,38.155,70.658,0.56,1.5,3900,4240,3660,1959,6,0, 
AF5X14006033,38.119,70.705,1.88,2.2,4100,4400,3790,1959,6,0, 
AF5X14006037,38.055,70.767,4.13,3.5,3980,4400,3550,1959,6,0, 
AF5X14006038,38.05,70.75,2.5,2.5,3920,4300,3660,1959,6,0, 
AF5X14006039,38.041,70.733,1.93,2,4040,4220,3830,1959,6,0,3
AF5X14006040,38.054,70.722,0.38,1,3950,4210,3750,1959,6,0, 
AF5X14006041,38.057,70.719,0.38,1,3960,4220,3780,1959,6,0, 
AF5X14006042,38.068,70.717,0.17,0.6,4040,4190,3910,1959,6,0, 
AF5X14006044,38.05,70.718,0.31,1.1,4000,4240,3820,1959,6,0, 
AF5X14006045,38.04,70.702,0.88,1.5,3850,4050,3690,1959,6,0, 
AF5X14006046,38.04,70.691,1.31,1.9,3880,4100,3590,1959,6,0, 
AF5X14006048,38.055,70.65,0.75,1,3960,4160,3760,1959,6,0,3
AF5X14006050,38.05,70.638,0.63,1.8,4000,4200,3760,1959,6,0, 
AF5X14007001,38.283,71.167,0.5,1.3,4080,4300,3850,1959,6,0,3
AF5X14007002,38.272,71.022,3.63,1.8,4100,4712,3740,1959,6,0,3
AF5X14007004,38,71,1.5,2.6,4140,4700,3860,1959,6,0,3
AF5X14007005,38.267,71.053,0.56,1.6,4200,4370,4020,1959,6,0,3
AF5X14007007,38.233,71.074,1.41,1.8,4360,4900,3820,1959,6,0,3
AF5X14007008,38.205,71.074,2,2.3,4200,4690,3900,1959,6,0,3
AF5X14007009,38.208,71.088,0.94,1.9,4300,4410,4180,1959,6,0,3
AF5X14007010,38.174,71.105,1.25,3.6,4050,4610,3580,1959,6,0,3
AF5X14007011,38.138,71.117,4.53,5.1,4040,4750,3620,1959,6,0,3
AF5X14007013,38.155,71.086,1.13,2.2,4200,4500,3900,1959,6,0,3
AF5X14007017,38.086,71.117,4,4.8,4120,5000,3740,1959,6,0,3
AF5X14007021,38.085,71.069,2.03,0.9,4620,4850,4380,1959,6,0, 
AF5X14007022,38.072,71.024,6.19,3.3,4200,4620,3740,1959,6,0, 
AF5X14007026,38.083,71.005,4.13,4.4,4100,4660,3580,1959,6,0,3
AF5X14007027,38.1,70.985,0.75, ,4120,4330,3900,1959,6,0, 
AF5X14007028,38.107,70.986,3.18,3.7,3880,4550,3460,1959,6,0,3
AF5X14007029,38.119,70.957,1.25,1.5,3960,4420,3860,1959,6,0,3
AF5X14007030,38.124,70.955,1.31,2.6,4100,4420,3740,1959,6,0,3
AF5X14007031,38.15,70.955,3.41,5.1,4000,4580,3450,1959,6,0,3
AF5X14007032,38.17,70.986,0.44,0.9,4100,4300,3900,1959,6,0,3
AF5X14007033,38.175,71,0.38,1.7,3760,4020,3500,1959,6,0,3
AF5X14007038,38.155,70.936,0.25,1.1,3900,4020,3780,1959,6,0,3
AF5X14007039,38.142,70.936,0.75,2.5,4100,4380,3820,1959,6,0,3
AF5X14007040,38.138,70.938,2,3.3,4160,4460,3700,1959,6,0,3
AF5X14007041,38.133,70.942,0.75,3,4000,4380,3460,1959,6,0,3
AF5X14007042,38.117,70.951,0.56,2.1,4130,4260,3820,1959,6,0, 
AF5X14007044,38.101,70.969,0.38,0.9,4280,4450,4100,1959,6,0,3
AF5X14007046,38.089,70.984,0.22,0.9,4360,4500,4220,1959,6,0,3
AF5X14007047,38.068,71.022,0.38,1,4400,4580,4220,1959,6,0,3
AF5X14007048,38.05,71.018,2.38,2.9,4250,4780,3860,1959,6,0,3
AF5X14007049,38.055,71,1.81,2.2,4040,4580,3760,1959,6,0,3
AF5X14007050,38.053,70.984,0.59,1.6,3900,4140,3620,1959,6,0,3
AF5X14007052,38.033,71.022,1.41,2,4400,4900,4140,1959,6,0,3
AF5X14007053,38.02,71.033,0.47,1.4,4540,4820,4260,1959,6,0,3
AF5X14007055,37.991,71.022,6.31,4.8,4200,4620,3700,1959,6,0,3
AF5X14007056,38.024,70.991,0.56,1.1,4100,4260,3980,1959,6,0,3
AF5X14007057,38.023,70.972,1.94,2.2,4150,4600,3960,1959,6,0,3
AF5X14007058,38.007,70.957,5,3.5,4200,4520,3580,1959,6,0,3
AF5X14007059,38.036,70.938,1.72,2.5,4000,4360,3780,1959,6,0,3
AF5X14007060,38.041,70.933,1.25,1.6,4000,4300,3780,1959,6,0,3
AF5X14007061,38.054,70.922,0.31,1,4060,4220,3900,1959,6,0,3
AF5X14007062,38.067,70.923,0.18,0.8,3900,4100,3700,1959,6,0,3
AF5X14007063,38.057,70.917,0.53,1.8,3970,4210,3740,1959,6,0,3
AF5X14007064,38.054,70.906,1.19,1.8,3980,4210,3600,1959,6,0,3
AF5X14007065,38.052,70.888,0.5,0.6,3900,4050,3740,1959,6,0,3
AF5X14007066,38.05,70.875,0.34,0.8,3900,4100,3740,1959,6,0,3
AF5X14007067,38.05,70.867,1.56,1.7,3860,4300,3620,1959,6,0,3
AF5X14007068,38.055,70.85,1.56,0.9,4100,4340,3860,1959,6,0,3
AF5X14007069,38.074,70.852,2.13,3.3,3900,4360,3460,1959,6,0,3
AF5X14007070,38.087,70.841,1.28,2.4,4000,4320,3650,1959,6,0,3
AF5X14007071,38.1,70.841,0.94,1.1,4180,4380,3980,1959,6,0,3
AF5X14007072,38.105,70.838,1.06,2,4140,4410,3860,1959,6,0,3
AF5X14007073,38.108,70.838,0.44,1.3,4040,4220,3860,1959,6,0,3
AF5X14007074,38.119,70.836,0.75,2.1,4080,4200,3700,1959,6,0,3
AF5X14007075,38.133,70.833,3.5,3.5,4200,4600,3760,1959,6,0,3
AF5X14007076,38.138,70.822,1.03,2,4150,4610,3820,1959,6,0,3
AF5X14007077,38.153,70.822,0.88,2.4,4000,4540,3580,1959,6,0,3
AF5X14007080,38.192,70.85,1.63,3.1,3800,4220,3180,1959,6,0,3
AF5X14007082,38.224,70.851,0.81,2.6,3760,4140,3380,1959,6,0,3
AF5X14007083,38.219,70.838,0.5,1.5,3900,4210,3600,1959,6,0,3
AF5X14007084,38.188,70.824,1.5,2.4,4500,4730,3700,1959,6,0,3
AF5X14007086,38.173,70.808,0.19,0.7,4260,4380,4100,1959,6,0,3
AF5X14007087,38.158,70.808,0.91,1.8,4220,4460,4010,1959,6,0, 
AF5X14007091,38.117,70.824,0.59,0.5,4200,4380,3940,1959,6,0,3
AF5X14007092,38.105,70.819,1.06, ,4160,4420,3900,1959,6,0,3
AF5X14007093,38.091,70.833,0.88,1,4320,4580,4060,1959,6,0,3
AF5X14007094,38.083,70.833,0.2,0.7,4240,4380,4100,1959,6,0, 
AF5X14007095,38.067,70.8,11.13,5.1,4060,4460,3720,1959,6,0,3
AF5X14007096,38.083,70.784,0.5,0.7,4240,4380,4100,1959,6,0,3
AF5X14007098,38.117,70.767,6.36,3.9,4180,4420,3740,1959,6,0,3
AF5X14007099,38.122,70.774,0.5,1,4120,4350,3890,1959,6,0,3
AF5X14007100,38.124,70.772,0.31, ,4050,4300,3810,1959,6,0,3
AF5X14007101,38.136,70.769,0.31,1.3,4220,4390,3880,1959,6,0,3
AF5X14007102,38.138,70.736,3.31,2.6,4020,4325,3780,1959,6,0,3
AF5X14007103,38.15,70.733,0.44,0.9,4040,4220,3850,1959,6,0,3
AF5X14007105,38.158,70.717,0.38,1.3,4160,4300,4020,1959,6,0, 
AF5X14007106,38.172,70.719,2.06,3.3,4000,4414,3680,1959,6,0,3
AF5X14007108,38.186,70.718,0.75,2.1,4160,4500,3820,1959,6,0,3
AF5X14007112,38.268,70.738,0.38,1,4140,4420,3900,1959,6,0,3
AF5X14007113,38.284,70.768,0.19,0.9,3500,3660,3340,1959,6,0, 
AF5X14008002,38.038,71.137,0.14,0.5,3980,4100,3860,1959,6,0, 
AF5X14008008,38.038,71.083,0.38,1,4200,4420,3940,1959,6,0,3
AF5X14008010,38.033,71.072,1.13,2,4100,4460,4070,1959,6,0,3
AF5X14008011,38.024,71.05,4.38,2.8,4300,4900,3980,1959,6,0,3
AF5X14008013,38.055,71.038,2.06,2.7,4360,4660,4020,1959,6,0,3
AF5X14008014,38.072,71.083,3.31,3,4360,4740,4010,1959,6,0,3
AF5X14008015,38.073,71.133,0.19,0.8,4200,4380,4020,1959,6,0,3
AF5X14008017,38.083,71.124,0.75,1.4,4130,4480,3780,1959,6,0,3
AF5X14008018,38.088,71.105,4,1.6,4240,4580,3880,1959,6,0,3
AF5X14008019,38.105,71.119,0.19,0.8,4400,4620,4220,1959,6,0,3
AF5X14008020,38.105,71.158,0.56,1.5,4160,4380,3860,1959,6,0,3
AF5X14008021,38.108,71.167,0.31,0.7,4300,4500,4100,1959,6,0,3
AF5X14008022,38.174,71.117,0.31,1.1,4300,4500,3980,1959,6,0,3
AF5X14008023,38.091,71.268,0.17,0.6,3820,4020,3610,1959,6,0,3
AF5X14008030,38.103,71.207,0.69,1.4,3700,3980,3490,1959,6,0,3
AF5X14008031,38.109,71.188,0.38,1.4,4060,4340,3780,1959,6,0,3
AF5X14008033,38.138,71.188,0.38,1.7,3640,4060,3220,1959,6,0,3
AF5X14008034,38.133,71.183,0.31,1.5,3980,4140,3740,1959,6,0,3
AF5X14008035,38.124,71.167,2.81,3.2,4000,4620,3500,1959,6,0,3
AF5X14008036,38.117,71.122,5.19,4.1,4300,5320,3720,1959,6,0,3
AF5X14008037,38.135,71.124,0.5,1.1,4280,4420,4140,1959,6,0,3
AF5X14008038,38.141,71.133,0.38,1.2,4220,4380,4060,1959,6,0,3
AF5X14008039,38.153,71.133,0.78,1.6,4240,4820,3900,1959,6,0,3
AF5X14008040,38.167,71.133,2.19,2.4,4200,4740,3900,1959,6,0,3
AF5X14008041,38.172,71.155,0.31,1.6,4340,4620,4020,1959,6,0,3
AF5X14008042,38.183,71.168,0.38,1.4,4480,4740,4300,1959,6,0,3
AF5X14008043,38.185,71.173,0.34,1.5,4680,4900,4420,1959,6,0,3
AF5X14008044,38.188,71.186,2.19,3.8,4200,4920,3740,1959,6,0,3
AF5X14008045,38.191,71.22,0.16,0.7,4080,4300,3860,1959,6,0,3
AF5X14008046,38.191,71.217,0.75,1.3,4260,4460,4060,1959,6,0,3
AF5X14008047,38.205,71.207,0.13,0.6,4400,4530,4260,1959,6,0,3
AF5X14008050,38.222,71.253,0.31,1.4,3860,4220,3620,1959,6,0,3
AF5X14008051,38.219,71.233,2.13,3.8,4300,4580,3940,1959,6,0, 
AF5X14008052,38.236,71.224,0.5,1,4200,4540,4060,1959,6,0,3
AF5X14008053,38.241,71.219,0.53,0.9,4360,4420,4300,1959,6,0,3
AF5X14008054,38.233,71.203,0.5,2.3,4020,4420,3620,1959,6,0,3
AF5X14008055,38.219,71.207,0.31,0.6,4680,4780,4580,1959,6,0,3
AF5X14008056,38.2,71.183,1.31,2.6,4400,4820,3980,1959,6,0,3
AF5X14008058,38.205,71.17,0.88,2.9,4300,4820,3980,1959,6,0,3
AF5X14008059,38.188,71.155,1.5,3,4200,4620,3820,1959,6,0,3
AF5X14008060,38.191,71.15,0.19,0.8,4300,4490,4180,1959,6,0,3
AF5X14008061,38.186,71.138,4.13,5.5,4300,4780,3300,1959,6,0,3
AF5X14008062,38.202,71.117,3.94,4.7,4300,4900,3540,1959,6,0,3
AF5X14008063,38.225,71.119,0.75,1.6,4250,4580,3980,1959,6,0,3
AF5X14008065,38.235,71.103,2.5,3.7,4200,4600,3780,1959,6,0,3
AF5X14008066,38.241,71.086,1.31,4,4100,4610,3620,1959,6,0,3
AF5X14008067,38.088,71.083,1.75,1.6,4400,4820,4180,1959,6,0,3
AF5X14008068,38.269,71.089,0.72,0.8,4400,4620,4180,1959,6,0,3
AF5X14008069,38.274,71.103,0.94,1.5,4200,4860,4020,1959,6,0,3
AF5X14008070,38.122,71.1,0.56,0.8,4800,5100,4340,1959,6,0,3
AF5X14008071,38.303,71.105,3.38,4.5,4160,4820,3420,1959,6,0,3
AF5X14008072,38.307,71.1,0.38,1.3,4330,4640,4020,1959,6,0,3
AF5X14008073,38.318,71.1,0.19,1,4360,4660,4060,1959,6,0,3
AF5X14008075,38.322,71.083,0.13,0.5,3740,3860,3620,1959,6,0,3
AF5X14008076,38.269,71.069,4.75,5,4000,4620,3060,1959,6,0,3
AF5X14008077,38.286,71.051,0.94,1.9,4260,4940,3580,1959,6,0,3
AF5X14008078,38.291,71.05,0.34,1.2,4300,4800,3780,1959,6,0,3
AF5X14008079,38.291,71.038,0.94,1.4,4300,4660,3740,1959,6,0,3
AF5X14008081,38.305,71.033,0.41,0.4,3900,4140,3800,1959,6,0,3
AF5X14008082,38.318,71.022,0.69,1.4,4100,4420,3820,1959,6,0,3
AF5X14008083,38.322,71.017,0.94,1.2,4040,4260,3820,1959,6,0,3
AF5X14008084,38.333,71.005,0.56,1.3,4040,4210,3860,1959,6,0,3
AF5X14008085,38.333,71,0.75,1.3,4300,4380,4220,1959,6,0,3
AF5X14008086,38.34,71.007,0.13, , ,4220, ,1959,6,0,3
AF5X14008087,38.353,71.006,0.31,0.8,3800,4100,3620,1959,6,0,3
AF5X14008088,38.35,70.983,0.75,2.5,3240,3620,3020,1959,5,0,3
AF5X14008089,38.338,70.974,0.19,0.8,3920,4100,3740,1959,6,0,3
AF5X14008090,38.341,70.967,0.19,0.7,3860,4020,3700,1959,6,0,3
AQ6C10200006,-68.836,-90.573,0.321,0.72,1200,1470,740,1987,6,0,1
AQ6C10200007,-68.838,-90.56,0.063,0.51,1079,1280,840,1987,6,0,1
AQ6C10200009,-68.843,-90.489,0.282,0.32,884,950,700,1987,6,0,1
AQ6C10200010,-68.845,-90.469,0.025,0.26,362,500,230,1987,6,0,1
AQ6C10200011,-68.847,-90.468,0.19,0.82,529,850,140,1987,6,0,1
AQ6C10200018,-68.854,-90.723,0.037,0.08,45,90,0,1987,6,0,1
AQ6C10200023,-68.824,-90.711,0.106,0.28,79,180,0,1987,6,0,1
AQ6C10200024,-68.821,-90.714,0.023,0.15,151,210,100,1987,6,0,1
AQ6C20100001,-61.128,-54.022,0.265,0.61,239,540,50,1972,6,0,3
AQ6C20100008,-61.297,-54.152,4.395,1.57,664,1810,0,1972,6,0,3
AQ6C20100010,-61.192,-54.112,17.687,2.43,530,1420,5,1972,6,0,3
AQ6C20100011,-61.128,-54.037,0.167,0.47,304,540,180,1972,6,0,3
AQ6C20101006,-61.109,-54.775,2.42,1.28,513,850,50,1972,6,0,2
AQ6C20101008,-61.106,-54.674,1.68,0.9,387,748,20,1972,6,0,2
AQ6C20101101,-61.072,-54.468,0.103,0.19,315,470,0,1972,6,0,2
AQ6C20101102,-61.076,-54.47,0.136,0.54,271,470,0,1972,6,0,2
AQ6C20101103,-61.074,-54.475,0.186,0.69,256,470,0,1972,6,0,2
AQ6C20102001,-61.505,-55.975,0.112,0.1,372,420,260,1972,6,0,4
AQ6C20102002,-61.507,-55.97,0.339,0.47,315,420,150,1972,6,0,4
AQ6C20102003,-61.511,-55.96,0.136,0.56,251,410,5,1972,6,0,4
AQ6C20102301,-61.472,-55.673,1.002,0.71,229,350,5,1972,6,0,4
AQ6C20102302,-61.469,-55.633,1.71,0.52,192,410,5,1972,6,0,4
AQ6C20102303,-61.471,-55.569,0.279,0.39,192,331,50,1972,6,0,4
AQ6C20102304,-61.471,-55.538,0.186,0.45,233,320,150,1972,6,0,4
AQ6C20102305,-61.476,-55.521,0.465,0.69,262,350,5,1972,6,0,4
AQ6C20102308,-61.479,-55.532,1.291,0.68,248,420,80,1972,6,0,4
AQ6C20102309,-61.474,-55.552,2.011,1.99,219,420,50,1972,6,0,4
AQ6C20102310,-61.474,-55.574,0.454,0.94,125,331,50,1972,6,0,4
AQ6C20102311,-61.472,-55.612,1.086,1.22,108,260,0,1972,6,0,4
AQ6C20102312,-61.473,-55.637,2.063,1.31,174,410,5,1972,6,0,4
AQ6C20102313,-61.477,-55.668,1.735,1.07,225,350,5,1972,6,0,4
AQ6C20102314,-61.477,-55.692,0.2,0.43,182,285,90,1972,6,0,4
AQ6C20107011,-62.626,-59.939,4.951,2.95,333,940,0,1968,6,0,3
AQ6C20107012,-62.62,-59.915,2.166,2.26,314,650,0,1968,6,0,3
AQ6C20107013,-62.615,-59.899,1.053,1.8,195,650,0,1968,6,0,3
AQ6C20107014,-62.62,-59.875,5.895,2.36,208,650,0,1968,6,0,3
AQ6C20107015,-62.623,-59.844,0.707,0.47,176,400,5,1968,6,0,3
AQ6C20107016,-62.627,-59.866,0.707,0.79,160,400,5,1968,6,0,3
AQ6C20107017,-62.632,-59.877,0.222,0.42,205,400,5,1968,6,0,3
AQ6C20107018,-62.637,-59.906,2.233,1,328,800,0,1968,6,0,3
AQ6C20107019,-62.645,-59.929,1.179,1.23,444,940,0,1968,6,0,3
AQ6C20107020,-62.652,-59.951,2.113,1.34,434,750,0,1968,6,0,3
AQ6C20107021,-62.661,-59.966,0.429,0.8,286,700,0,1968,6,0,3
AQ6C20107022,-62.662,-60.013,8.677,3.74,481,1650,0,1968,6,0,3
AQ6C20107023,-62.677,-60.024,1.071,1.41,319,750,0,1968,6,0,3
AQ6C20107024,-62.685,-60.021,0.42,0.66,201,400,5,1968,6,0,3
AQ6C20107025,-62.684,-60.041,4.47,2.87,413,1450,0,1968,6,0,3
AQ6C20107026,-62.695,-60.083,5.615,2,287,1200,0,1968,6,0,3
AQ6C20107027,-62.687,-60.149,30.23,7,662,1700,0,1968,6,0,3
AQ6C20107028,-62.72,-60.22,12.694,3.45,418,1505,0,1968,6,0,3
AQ6C20107029,-62.74,-60.265,7.725,2.41,195,710,0,1968,6,0,3
AQ6C20107030,-62.726,-60.278,6.808,4.83,366,1180,0,1968,6,0,3
AQ6C20107031,-62.718,-60.308,0.844,0.93,395,700,250,1968,6,0,3
AQ6C20107032,-62.711,-60.283,3.792,3.23,417,1180,0,1968,6,0,3
AQ6C20107033,-62.673,-60.245,42.561,10.06,536,1700,0,1968,6,0,3
AQ6C20107034,-62.677,-60.332,1,1.12,184,350,5,1968,6,0,3
AQ6C20107036,-62.693,-60.375,1.561,1.51,179,375,0,1968,6,0,3
AQ6C20107041,-62.654,-60.339,3.187,3.3,205,310,0,1968,6,0,3
AQ6C20107042,-62.641,-60.299,13.901,5.6,274,773,0,1968,6,0,3
AQ6C20111009,-62.998,-62.528,1.271,1.26,1773,2375,875,1968,6,0,5
AQ6C20111013,-63.078,-62.663,1.178,0.58,518,1050,5,1968,6,0,5
AQ6C20200001,-60.721,-44.784,0.489,0.83,129,350,0,1988,6,0,4
AQ6C20200002,-60.734,-44.768,0.693,0.68,171,350,0,1988,6,0,4
AQ6C20200003,-60.739,-44.749,1.074,0.99,156,537,0,1988,6,0,4
AQ6C20200004,-60.735,-44.729,0.308,0.51,274,537,0,1988,5,0,4
AQ6C20200005,-60.742,-44.711,0.49,0.5,201,320,120,1988,6,0,4
AQ6C20200006,-60.732,-44.689,2.012,1.55,143,320,0,1988,6,0,4
