wgi_glacier_id, lat, lon, total_area, max_length, mean_elev, max_elev, min_elev, topo_year, primary_class, tongue_activity, area_acy 
CN5Y746F0007,44.83,80.02,0.35,0.5,3520,3680,3360, ,6,0, 
CN5Y746F0009,44.8,80,0.92,1.3,3560,3820,3300, ,6,0, 
CN5Y746F0010,44.82,79.98,0.39,0.7,3450,3670,3240, ,6,0, 
CN5Y746F0021,44.87,79.95,0.43,0.5,3400,3540,3260, ,6,0, 
CN5Y746F0026,44.9,79.95,0.47,0.9,3520,3640,3400, ,6,0, 
CN5Y746F0028,44.92,79.97,1.72,1.7,3650,3870,3440, ,6,0, 
CN5Y746F0034,44.93,80.03,0.74,1.1,3470,3720,3230, ,6,0, 
CN5Y746F0035,44.93,80.02,1.46,1.6,3600,3960,3300, ,6,0, 
CN5Y746F0036,44.93,80,2.58,2.8,3670,4010,3340, ,6,0, 
CN5Y746F0037,44.95,80,0.74,1.1,3690,3880,3500, ,6,0, 
CN5Y746F0040,44.95,80.03,0.8,1.4,3690,3980,3400, ,6,0, 
CN5Y746F0042,44.98,80.07,1.68,2.4,3940,4300,3580, ,6,0, 
CN5Y746F0044,44.98,80.1,1.08,2.2,4010,4420,3600, ,6,0, 
CN5Y746F0045,44.98,80.1,0.36,0.7,4000,4200,3800, ,6,0, 
CN5Y746F0046,44.98,80.12,0.44,0.9,4040,4240,3840, ,6,0, 
CN5Y746G0003,45,80.08,8.75,5.5,3750,4290,3220, ,6,0, 
CN5Y746G0004,45,80.1,0.51,1.1,3860,4000,3720, ,6,0, 
CN5Y746G0005,45.02,80.1,0.63,0.3,3870,4000,3740, ,6,0, 
CN5Y746G0006,45.02,80.12,0.35,0.7,3890,4040,3740, ,6,0, 
CN5Y746G0007,45.02,80.15,0.98,1.2,3670,3860,3498, ,6,0, 
CN5Y746G0009,45.02,80.2,0.38,0.8,4010,4224,3800, ,6,0, 
CN5Y746G0011,45,80.22,0.52,1.2,3950,4200,3700, ,6,0, 
CN5Y746G0012,45,80.23,0.53,1.7,3830,4200,3466, ,6,0, 
CN5Y746G0013,45,80.27,0.96,1.1,3760,3900,3620, ,6,0, 
CN5Y746G0014,45,80.27,0.27,0.9,3920,4180,3668, ,6,0, 
CN5Y746H0003,45.02,80.28,5.69,4,3880,4569,3184, ,6,0, 
CN5Y746H0004,45.03,80.3,3.07,3.7,3850,4398,3302, ,6,0, 
CN5Y746H0005,45.03,80.32,3.34,2.4,3740,4100,3379, ,6,0, 
CN5Y746H0006,45.03,80.43,0.68,0.9,3760,3980,3540, ,6,0, 
CN5Y746H0008,45.05,80.45,0.47,0.7,3820,3962,3680, ,6,0, 
CN5Y746I0001,45.03,80.48,0.36,0.9,3600,3800,3400, ,6,0, 
CN5Y746I0002,45.03,80.48,0.25,0.5,3650,3800,3491, ,6,0, 
CN5Y746I0003,45.03,80.47,0.44,0.8,3660,3803,3500, ,6,0, 
CN5Y746I0004,45.05,80.45,0.42,1,3750,4100,3400, ,6,0, 
CN5Y746I0006,45.07,80.47,2.96,3,3670,3940,3400, ,6,0, 
CN5Y746I0007,45.08,80.47,1.72,2.5,3740,4020,3464, ,6,0, 
CN5Y746I0008,45.08,80.48,1.26,1.5,3750,4020,3480, ,6,0, 
CN5Y746I0009,45.1,80.5,1.71,2.7,3820,4222,3436, ,6,0, 
CN5Y746I0010,45.08,80.52,0.65,1,3880,4100,3660, ,6,0, 
CN5Y746I0011,45.08,80.53,0.62,1.5,3810,4000,3630, ,6,0, 
CN5Y746J0001,45.08,80.55,0.5,1.1,3910,4161,3650, ,6,0, 
CN5Y746J0002,45.08,80.55,2.8,3.1,3720,4044,3400, ,6,0, 
CN5Y746J0004,45.07,80.58,0.63,1.7,3710,3900,3520, ,6,0, 
CN5Y746J0005,45.08,80.57,0.72,1.7,3790,4044,3540, ,6,0, 
CN5Y746L0001,45.12,80.85,0.31,0.7,3850,3989,3700, ,6,0, 
CN5Y746L0003,45.1,80.98,0.42,0.8,3600,3728,3490, ,6,0, 
CN5Y746L0005,45.12,80.95,2.11,2.3,3720,4021,3400, ,6,0, 
CN5Y746L0006,45.12,80.95,0.78,1.5,3850,4100,3600, ,6,0, 
CN5Y746L0007,45.13,80.97,0.92,1.3,3760,3940,3590, ,6,0, 
CN5Y746L0011,45.17,81.1,0.49,1,3490,3660,3330, ,6,0, 
CN5Y746M0003,45.25,81.52,0.46,0.6,3470,3620,3320, ,6,0, 
CN5Y746M0004,45.25,81.53,0.24,0.7,3420,3560,3280, ,6,0, 
CN5Y746N0005,45.27,81.57,1.24,1.7,3570,3783,3350, ,6,0, 
CN5Y746N0006,45.27,81.57,0.68,1,3670,3800,3540, ,6,0, 
CN5Y746N0009,45.27,81.63,0.79,1.4,3590,3861,3300, ,6,0, 
CN5Y746N0010,45.27,81.62,0.71,0.7,3570,3861,3260, ,6,0, 
CN5Y746N0011,45.3,81.6,1.66,1.6,3660,4020,3300, ,6,0, 
CN5Y746N0012,45.28,81.58,2.43,2.4,3720,4037,3386, ,6,0, 
CN5Y746N0013,45.3,81.62,1.39,1.5,3730,3925,3520, ,6,0, 
CN5Y746N0014,45.32,81.63,0.28,0.5,3520,3700,3340, ,6,0, 
CN5Y754B0003,47.03,85.52,0.23,0.5,3680,3729,3660, ,6,0, 
CN5Y754C0001,47.02,85.58,1.49,1.8,3480,3835,3237, ,6,2, 
CN5Y754C0002,47.03,85.63,0.31,0.6,3780,3791,3720, ,6,0, 
CN5Y754C0003,47.03,85.65,0.38,0.7,3470,3630,3270, ,6,0, 
CN5Y754C0004,47.02,85.63,0.9,0.9,3600,3731,3510, ,6,0, 
CN5Y761B0004,47.18,90.53,0.71,1.7,3340,3600,3080, ,6,2, 
CN5Y761B0006,47.18,90.47,0.14,0.4,3220,3320,3130, ,6,2, 
CN5Y761B0007,47.2,90.45,0.1,0.5,3320,3500,3120, ,6,0, 
CN5Y811C0005,42.72,87.05,0.3,0.7,3900,4130,3670, ,6,0, 
CN5Y811C0006,42.72,87.03,0.42,0.8,4000,4196,3820, ,6,0, 
CN5Y811C0007,42.72,87.02,0.25,0.6,3900,4120,3770, ,6,0, 
CN5Y811C0013,42.73,86.97,0.46,0.8,3960,4221,3710, ,6,0, 
CN5Y811C0014,42.73,86.93,0.42,0.9,4040,4221,3860, ,6,0, 
CN5Y811C0018,42.77,86.92,0.21,0.6,4060,4231,3900, ,6,0, 
CN5Y811C0019,42.77,86.92,0.28,0.7,4080,4231,3910, ,6,0, 
CN5Y811C0021,42.75,86.9,0.27,0.6,4020,4173,3860, ,6,0, 
CN5Y811C0022,42.77,86.88,1.07,1.5,4120,4270,3730, ,6,0, 
CN5Y811C0025,42.78,86.85,1.5,1.5,4100,4402,3790, ,6,2, 
CN5Y811C0026,42.78,86.83,1.64,1.3,4080,4420,3750, ,6,0, 
CN5Y811C0027,42.78,86.82,2.12,1.9,4140,4505,3750, ,6,2, 
CN5Y811C0028,42.78,86.78,1.39,1.1,4100,4402,3780, ,6,2, 
CN5Y811C0029,42.78,86.77,0.23,0.5,4040,4178,3920, ,6,0, 
CN5Y811C0032,43.02,86.95,0.38,1,4000,4300,3760, ,6,2, 
CN5Y811C0037,43,86.95,0.24,0.8,4060,4361,3800, ,6,0, 
CN5Y811C0039,43.02,86.97,0.3,0.5,4200,4349,4000, ,6,0, 
CN5Y811C0042,43.02,87,0.58,0.6,4120,4331,3900, ,6,0, 
CN5Y811C0043,43,87,0.61,1.3,3960,4305,3740, ,6,2, 
CN5Y811C0044,42.98,87,0.68,0.8,3960,4235,3660, ,6,0, 
CN5Y811C0045,42.98,87,0.21,0.4,4190,4240,4160, ,6,0, 
CN5Y811D0002,43,87.03,0.31,0.8,4080,4385,3870, ,6,0, 
CN5Y811D0003,43.02,87.03,0.23,0.8,4060,4221,3960, ,6,0, 
CN5Y811D0005,43,87.05,0.23,0.6,4100,4300,3890, ,6,0, 
CN5Y811D0006,43,87.05,0.49,0.8,4180,4423,3900, ,6,0, 
CN5Y811D0008,42.98,87.08,0.54,1.2,4240,4392,3920, ,6,0, 
CN5Y811D0009,42.98,87.08,0.89,1.2,4320,4445,4060, ,6,0, 
CN5Y811D0010,42.98,87.1,3.47,2.2,4180,4420,3800, ,5,0, 
CN5Y811D0011,43,87.13,0.68,1.4,3900,4263,3690, ,6,0, 
CN5Y811D0012,43,87.12,0.6,1,4060,4263,3600, ,6,0, 
CN5Y811D0013,43,87.1,0.92,2.2,3900,4445,3660, ,6,2, 
CN5Y811D0014,43,87.1,1.48,2.3,3940,4397,3720, ,6,2, 
CN5Y811D0021,43,87.27,0.4,0.9,4180,4260,4000, ,6,0, 
CN5Y811D0023,42.98,87.3,0.26,0.7,4220,4350,4030, ,6,0, 
CN5Y811E0001,43,87.32,0.7,0.8,4040,4309,3720, ,6,0, 
CN5Y811E0002,43,87.3,1.14,1.5,3960,4350,3640, ,6,0, 
CN5Y811E0004,43,87.28,0.75,1.3,3980,4245,3690, ,6,2, 
CN5Y811E0006,43.02,87.28,0.66,1.5,4010,4260,3760, ,6,0, 
CN5Y811E0007,43.02,87.28,0.46,0.8,3920,4108,3650, ,6,0, 
CN5Y811E0008,43.02,87.27,1.59,2.2,4000,4260,3618, ,6,2, 
CN5Y811E0009,43.02,87.25,0.35,0.8,4100,4361,3860, ,6,0, 
CN5Y811E0010,43.02,87.25,1.51,1.7,3980,4361,3660, ,6,2, 
CN5Y811E0012,43.02,87.22,1.32,1.2,3900,4300,3660, ,6,0, 
CN5Y811E0013,43.03,87.2,0.52,1.1,3940,4301,3790, ,6,0, 
CN5Y812A0001,43.73,88.1,0.21,0.7,3760,3960,3640, ,6,0, 
CN5Y812A0009,43.73,88.18,0.42,0.9,4080,4327,3740, ,6,0, 
CN5Y812A0010,43.73,88.2,0.37,1.2,3960,4300,3800, ,6,0, 
CN5Y812A0011,43.73,88.22,0.54,1.5,4000,4410,3790, ,6,0, 
CN5Y812A0012,43.73,88.23,0.36,1.1,4040,4400,3800, ,6,0, 
CN5Y812A0014,43.7,88.23,0.32,0.9,4010,4300,3740, ,6,0, 
CN5Y812B0002,43.73,88.25,0.38,1.1,4000,4200,3760, ,6,0, 
CN5Y812B0003,43.73,88.25,0.2,0.8,4020,4300,3800, ,6,0, 
CN5Y812B0004,43.73,88.25,0.27,1,4000,4395,3680, ,6,0, 
CN5Y812B0005,43.75,88.25,0.22,0.8,4000,4200,3780, ,6,0, 
CN5Y812B0006,43.75,88.27,0.83,1.7,4000,4400,3590, ,6,0, 
CN5Y812B0009,43.77,88.27,1.15,1.8,3800,4400,3540, ,6,0, 
CN5Y812B0010,43.78,88.27,0.32,0.8,3800,3950,3670, ,6,0, 
CN5Y812B0011,43.78,88.32,7.47,6,4100,5213,3540, ,6,0, 
CN5Y812B0012,43.77,88.3,0.52,1.6,4020,4700,3720, ,6,0, 
CN5Y812B0013,43.75,88.32,0.48,1.2,4350,4900,3960, ,6,0, 
CN5Y812B0015,43.75,88.33,1.46,2.5,4000,4620,3600, ,6,1, 
CN5Y812B0018,43.75,88.33,0.31,0.8,4900,5180,4600, ,6,0, 
CN5Y812B0020,43.73,88.35,0.23,0.5,4180,4397,3980, ,6,0, 
CN5Y812B0021,43.73,88.33,0.55,0.9,3960,4200,3720, ,6,0, 
CN5Y812B0022,43.72,88.32,0.97,1.9,4050,4520,3580, ,6,2, 
CN5Y812B0023,43.72,88.32,0.67,1.3,4150,4520,3780, ,6,0, 
CN5Y813A0002,43.07,87.47,0.61,0.8,4080,4317,3770, ,6,0, 
CN5Y813A0003,43.08,87.45,0.32,0.6,3920,4140,3640, ,6,0, 
CN5Y813A0004,43.08,87.45,0.56,0.6,3950,4220,3720, ,6,0, 
CN5Y813A0005,43.08,87.43,0.34,1,3860,4131,3560, ,6,0, 
CN5Y813A0006,43.08,87.43,0.43,1.2,3900,4164,3500, ,6,2, 
CN5Y813A0008,43.08,87.42,0.54,1.5,3860,4020,3550, ,6,2, 
CN5Y813B0002,43.7,88.33,0.46,1.3,4040,4520,3860, ,6,0, 
CN5Y813B0003,43.72,88.35,0.61,1,4120,4440,3800, ,6,0, 
CN5Y813B0004,43.72,88.35,1.04,1.4,3900,4215,3650, ,6,0, 
CN5Y813B0005,43.73,88.35,0.52,1.1,4100,4397,3640, ,6,0, 
CN5Y813B0008,43.77,88.37,5.61,7.1,4150,5445,3380, ,5,2, 
CN5Y813B0011,43.75,88.4,2.03,4.1,4080,5000,3730, ,5,2, 
CN5Y813B0012,43.75,88.4,1.18,1.5,4100,4442,3870, ,6,0, 
CN5Y813B0013,43.73,88.4,1.5,1.2,4040,4420,3770, ,6,2, 
CN5Y813B0014,43.72,88.4,0.69,1.3,4140,4480,3940, ,6,2, 
CN5Y813B0015,43.72,88.4,0.92,0.7,4140,4308,3800, ,6,0, 
CN5Y813B0016,43.73,88.42,0.63,1.4,3940,4480,3720, ,6,2, 
CN5Y813B0017,43.75,88.43,4.17,3.2,4020,5220,3670, ,6,2, 
CN5Y813B0018,43.73,88.43,0.23,0.8,4080,4340,3850, ,6,0, 
CN5Y813B0019,43.73,88.45,0.97,1.1,4200,4568,3820, ,6,0, 
CN5Y813B0020,43.72,88.45,0.4,0.9,4060,4300,3900, ,6,0, 
CN5Y813C0001,43.72,88.48,0.63,1,3860,4160,3550, ,6,0, 
CN5Y813C0002,43.72,88.47,0.34,1.1,4000,4299,3700, ,6,0, 
CN5Y813C0003,43.72,88.47,0.61,1.4,3840,4280,3600, ,6,0, 
CN5Y813C0005,43.73,88.47,0.88,1.9,3760,4440,3520, ,6,0, 
CN5Y813C0006,43.75,88.45,2.3,3.3,3900,4512,3560, ,6,0, 
CN5Y813C0009,43.77,88.5,0.72,1.6,3800,4200,3580, ,6,0, 
CN5Y813C0010,43.77,88.45,10.21,6.4,3900,4900,3390, ,5,2, 
CN5Y813C0011,43.78,88.48,0.22,0.4,3830,3920,3720, ,6,0, 
CN5Y813C0012,43.8,88.48,1.62,2.8,3880,4220,3640, ,6,0, 
CN5Y813C0015,43.8,88.53,0.43,1.1,3980,4207,3760, ,6,0, 
CN5Y813C0018,43.77,88.55,0.25,0.7,4060,4200,3860, ,6,0, 
CN5Y813C0019,43.75,88.55,0.37,0.8,4060,4248,3720, ,6,0, 
CN5Y813C0020,43.75,88.55,0.5,0.9,4000,4266,3840, ,6,0, 
CN5Y813C0021,43.73,88.55,0.26,0.5,4080,4240,3880, ,6,0, 
CN5Y813C0022,43.73,88.55,0.33,0.8,4100,4325,3880, ,6,0, 
CN5Y813C0023,43.72,88.53,0.6,1.2,3980,4200,3690, ,6,0, 
CN5Y813C0024,43.72,88.55,1.08,1.9,4040,4363,3760, ,6,2, 
CN5Y813C0026,43.72,88.57,0.16,0.6,4000,4200,3860, ,6,0, 
CN5Y813C0028,43.72,88.55,1.08,2.2,3820,4363,3500, ,6,2, 
CN5Y813C0029,43.73,88.57,0.96,1.6,3920,4325,3640, ,6,2, 
CN5Y813C0031,43.75,88.57,1.07,1.8,3920,4266,3700, ,6,2, 
CN5Y813C0032,43.75,88.55,0.42,1.1,4040,4248,3830, ,6,0, 
CN5Y813C0033,43.77,88.55,0.25,0.6,3990,4120,3860, ,6,0, 
CN5Y813C0035,43.77,88.55,0.43,0.9,4080,4282,3920, ,6,0, 
CN5Y813C0038,43.75,88.6,0.36,0.8,4000,4154,3760, ,6,0, 
CN5Y813C0039,43.75,88.62,0.34,0.6,3980,4120,3880, ,6,0, 
CN5Y813C0040,43.73,88.62,0.85,1.5,3930,4289,3580, ,6,2, 
CN5Y813C0043,43.72,88.62,0.24,0.9,3820,4120,3660, ,6,0, 
CN5Y813C0044,43.73,88.62,0.91,1.7,3860,4200,3680, ,6,2, 
CN5Y813C0047,43.73,88.65,0.79,1.2,3800,4080,3640, ,6,0, 
CN5Y813C0048,43.72,88.65,0.82,1.4,3920,4120,3600, ,6,2, 
CN5Y813C0051,43.7,88.65,0.41,0.9,4020,4210,3670, ,6,0, 
CN5Y813D0001,43.7,88.67,0.41,1.2,3860,4160,3610, ,6,0, 
CN5Y813D0002,43.7,88.65,0.21,0.8,3840,4160,3680, ,6,0, 
CN5Y813D0005,43.7,88.72,0.65,1.3,3800,4080,3600, ,6,0, 
CN5Y813D0007,43.7,88.7,0.71,1.2,3960,4160,3640, ,6,0, 
CN5Y813D0008,43.68,88.7,2.02,2.6,3960,4320,3441, ,6,0, 
CN5Y813D0009,43.68,88.7,0.33,1,4020,4262,3720, ,6,0, 
CN5Y813D0015,43.68,88.77,0.33,0.8,4000,4299,3790, ,6,0, 
CN5Y813D0016,43.68,88.77,0.44,1.3,3830,4299,3650, ,6,0, 
CN5Y813D0018,43.65,88.88,0.28,0.9,3900,4048,3750, ,6,0, 
CN5Y813D0019,43.65,88.88,0.35,1,4000,4266,3800, ,6,0, 
CN5Y813D0020,43.58,88.92,0.26,0.6,3750,3930,3590, ,6,0, 
CN5Y813D0021,43.58,88.9,0.28,0.6,3720,3900,3900, ,6,0, 
CN5Y813D0024,43.58,88.88,0.47,1.2,3750,4091,3510, ,6,0, 
CN5Y813D0025,43.58,88.87,0.6,1.2,3760,4091,3590, ,6,0, 
CN5Y813D0031,43.58,88.85,1.32,1.8,3800,4098,3500, ,6,2, 
CN5Y813D0033,43.58,88.83,0.3,0.9,3960,4120,3750, ,6,0, 
CN5Y813D0034,43.6,88.83,1.01,2.1,3770,4147,3469, ,6,2, 
CN5Y813D0035,43.6,88.82,0.82,1.1,3750,4112,3560, ,6,0, 
CN5Y813D0041,43.62,88.8,0.82,0.8,3850,4180,3590, ,6,0, 
CN5Y813D0043,43.62,88.78,0.35,1,3850,4200,3500, ,6,0, 
CN5Y813D0044,43.62,88.78,0.25,0.8,4070,4270,3700, ,6,0, 
CN5Y813D0049,43.6,88.77,0.27,0.6,3920,4073,3650, ,6,0, 
CN5Y813D0051,43.58,88.83,0.32,0.8,3970,4147,3700, ,6,0, 
CN5Y814A0001,43.55,88.88,0.21,0.5,3850,4000,3700, ,6,0, 
CN5Y814A0005,43.57,88.92,0.37,0.7,3750,4041,3500, ,6,0, 
CN5Y814A0008,43.53,89.07,0.57,1,3840,4130,3480, ,6,0, 
CN5Y814A0009,43.53,89.07,0.26,0.7,3900,4153,3520, ,6,0, 
CN5Y814A0012,43.53,89.07,0.55,1.5,3850,4080,3590, ,6,0, 
CN5Y814A0013,43.55,89.18,0.62,0.7,3670,3950,3520, ,6,0, 
CN5Y814B0002,43.47,89.23,0.23,1,3950,4500,3610, ,6,0, 
CN5Y814B0006,43.48,89.33,0.57,1,3850,4050,3510, ,6,0, 
CN5Y814B0011,43.43,89.37,2.93,2.9,3780,4350,3450, ,6,2, 
CN5Y814B0013,43.43,89.35,0.34,1.1,3850,4200,3520, ,6,0, 
CN5Y814B0014,43.43,89.37,0.55,1.3,4100,4350,3700, ,6,0, 
CN5Y814C0004,43.42,89.43,0.52,1.2,3900,4102,3700, ,6,0, 
CN5Y814C0006,43.38,89.68,0.72,1.1,3660,4050,3500, ,6,0, 
CN5Y814C0008,43.37,89.65,1.7,2.3,3750,4196,3470, ,6,2, 
CN5Y814C0009,43.35,89.63,1.23,2.4,3720,4277,3460, ,5,2, 
CN5Y814C0011,43.35,89.62,1.59,2.5,3750,4150,3430, ,6,2, 
CN5Y814C0012,43.37,89.6,0.71,1.2,3750,4250,3430, ,6,0, 
CN5Y814C0014,43.35,89.58,0.51,1.1,3850,4218,3600, ,6,2, 
CN5Y814C0015,43.35,89.58,0.43,1.2,3850,4218,3520, ,6,0, 
CN5Y814C0019,43.35,89.57,0.22,0.7,3850,4111,3620, ,6,0, 
CN5Y814C0021,43.33,89.55,0.71,1,3900,4200,3620, ,6,0, 
CN5Y814C0022,43.33,89.53,0.34,0.6,3850,4097,3610, ,6,0, 
CN5Y814C0024,43.33,89.53,0.22,0.8,3800,4030,3500, ,6,0, 
CN5Y814C0027,43.33,89.52,0.25,0.6,3930,4136,3650, ,6,0, 
CN5Y814D0001,43.33,89.57,0.62,1.2,3900,4262,3650, ,6,0, 
CN5Y814F0001,43.35,89.72,0.29,0.9,3820,4073,3550, ,6,0, 
CN5Y814F0002,43.35,89.72,0.46,1,3650,4100,3550, ,6,0, 
CN5Y814F0005,43.35,89.68,1.8,2.4,3880,4224,3450, ,6,2, 
CN5Y814F0006,43.38,89.68,0.41,1.1,3900,4134,3520, ,6,0, 
CN5Y814F0007,43.4,89.7,0.22,0.7,3900,4050,3670, ,6,0, 
CN5Y821A0001,43.48,92.93,0.7,1.9,3520,3640,3320, ,5,0, 
CN5Y821A0005,43.43,93.07,0.21,0.3,3950,4023,3860, ,6,0, 
CN5Y821A0006,43.43,93.07,0.75,0.7,4180,4238,4000, ,6,0, 
CN5Y821B0001,43.42,93.13,0.6,0.9,3700,4010,3400, ,6,0, 
CN5Y821B0002,43.42,93.12,0.46,0.7,3800,4080,3600, ,6,0, 
CN5Y821B0006,43.38,93.32,0.58,0.9,3900,4198,3680, ,6,0, 
CN5Y821B0007,43.38,93.33,1.19,1.8,3860,4180,3620, ,6,2, 
CN5Y821B0010,43.4,93.35,0.62,1.1,3980,3970,3800, ,6,0, 
CN5Y821B0011,43.37,93.37,1.43,2.3,3950,4308,3610, ,6,0, 
CN5Y821B0012,43.37,93.37,0.37,0.9,4050,4338,3730, ,6,0, 
CN5Y821B0014,43.35,93.42,0.33,0.9,3920,4112,3760, ,6,0, 
CN5Y822A0001,43.12,94.33,0.88,1.6,4150,4400,3870, ,6,0, 
CN5Y822A0002,43.1,94.33,0.58,1.1,4240,4490,3990, ,6,0, 
CN5Y822A0003,43.08,94.32,4.19,4.4,4050,4740,3598, ,5,2, 
CN5Y822A0004,43.1,94.3,2.89,3.5,4000,4610,3610, ,5,2, 
CN5Y822A0005,43.1,94.28,1.35,2.1,4060,4400,3760, ,6,0, 
CN5Y822A0006,43.12,94.28,0.7,1.3,3950,4270,3600, ,6,0, 
CN5Y822A0007,43.12,94.27,0.37,1.4,4000,4350,3650, ,6,0, 
CN5Y822A0008,43.12,94.27,0.94,1.3,3950,4378,3700, ,6,0, 
CN5Y822A0010,43.12,94.23,0.82,1.4,3880,4280,3750, ,6,0, 
CN5Y822A0012,43.13,94.22,0.42,0.9,3950,4120,3500, ,6,0, 
CN5Y822B0002,43.1,94.23,0.3,0.8,4170,4220,4050, ,6,0, 
CN5Y822B0003,43.1,94.27,4.52,4.7,4100,4580,3560, ,6,2, 
CN5Y822B0004,43.08,94.27,4.6,3.3,4270,4569,3800, ,6,2, 
CN5Y822B0005,43.08,94.28,5.46,4.6,4250,4740,3680, ,6,2, 
CN5Y822B0006,43.07,94.3,4.06,4.3,4300,4744,3610, ,6,2, 
CN5Y822B0008,43.05,94.32,0.45,1.5,4600,4680,4100, ,6,0, 
CN5Y822B0009,43.05,94.32,3.15,4.1,4180,4774,3650, ,5,2, 
CN5Y822C0002,43.05,94.33,6.59,6.5,4230,4888,3610, ,5,2, 
CN5Y822C0004,43.03,94.35,1.18,1.9,4160,4542,3940, ,6,0, 
CN5Y822C0005,43.03,94.37,2.87,3.4,4120,4880,3810, ,6,0, 
CN5Y822C0007,43.02,94.38,3.82,3.5,4180,4535,3830, ,6,2, 
CN5Y822D0004,43,94.42,0.45,0.9,4020,4200,3840, ,6,0, 
CN5Y822D0005,43,94.4,0.42,1.1,4000,4300,3820, ,6,0, 
CN5Y822D0006,43.02,94.4,2.5,3.5,4170,4500,3790, ,6,0, 
CN5Y822D0007,43.02,94.42,0.79,1.7,4250,4528,3990, ,6,0, 
CN5Y822D0010,43.03,94.45,0.21,0.6,4380,4460,4200, ,6,0, 
CN5Y822D0011,43.02,94.45,1.36,1.6,4200,4602,3880, ,6,0, 
CN5Y822D0013,43,94.45,1.14,1.5,4300,4602,3980, ,6,0, 
CN5Y822D0016,43,94.48,0.3,0.9,4370,4520,4070, ,6,0, 
CN5Y822D0017,42.98,94.47,1.29,2,4020,4377,3790, ,6,0, 
CN5Y822D0018,42.98,94.47,1.08,1.7,4000,4488,3680, ,6,2, 
CN5Y822D0021,42.98,94.45,0.81,1.7,4050,4390,3700, ,6,0, 
CN5Y822D0022,42.98,94.43,0.24,1,4020,4390,3720, ,6,0, 
CN5Y822D0024,42.98,94.43,0.66,1.3,4100,4411,3700, ,6,0, 
CN5Y822D0025,42.97,94.42,0.27,0.7,4000,4210,3780, ,6,0, 
CN5Y822D0027,42.97,94.47,0.84,1.6,4100,4480,3880, ,6,0, 
CN5Y822E0001,42.97,94.47,0.31,0.8,4100,4380,3820, ,6,0, 
CN5Y822E0002,42.98,94.48,0.31,0.9,4170,4377,3940, ,6,0, 
CN5Y822E0006,42.98,94.5,1.11,1.7,4100,4415,3910, ,6,0, 
CN5Y822E0007,42.98,94.52,0.42,1.2,4030,4310,3830, ,6,0, 
CN5Y822E0008,43,94.52,1.53,2.7,4100,4430,3840, ,6,0, 
CN5Y822E0009,42.98,94.55,1.81,2.8,4140,4550,3740, ,6,0, 
CN5Y822E0012,42.97,94.53,0.71,1.6,4220,4550,3950, ,6,0, 
CN5Y822F0002,42.95,94.55,0.29,0.9,4010,4160,3830, ,6,0, 
CN5Y822F0003,42.97,94.57,0.84,2.7,4060,4400,3690, ,5,2, 
CN5Y822F0006,42.95,94.62,0.32,1.2,3960,4200,3780, ,6,0, 
CN5Z111A0001,37.217,90.827,0.51,1.1,5220,5448,5000,1975,6,0,1
CN5Z111C0002,36.75,90.813,1.79,2.2,5340,5664,5000,1975,6,0,1
CN5Z111C0004,36.755,90.792,1.38,1.8,5280,5500,5050,1975,6,0,1
CN5Z111C0008,36.749,90.776,2.25,2.2,5360,5692,5040,1975,6,0,1
CN5Z111C0009,36.742,90.749,0.93,1.3,5260,5480,5040,1975,6,0,1
CN5Z111C0010,36.77,90.748,1.25,1.9,5220,5512,4940,1975,6,0,1
CN5Z111D0001,36.768,90.728,0.68,1,5200,5400,5000,1975,6,0,1
CN5Z111D0004,36.739,90.766,1.26,1.8,5360,5630,5080,1975,6,0,1
CN5Z111D0005,36.734,90.751,2.48,2.8,5440,5866,5000,1975,6,0,1
CN5Z111D0006,36.735,90.74,1.18,2.4,5420,5866,4980,1975,6,0,1
CN5Z111D0007,36.732,90.731,1.94,2.4,5400,5740,5040,1975,6,0,1
CN5Z111D0011,36.723,90.733,1.07,1.6,5520,5866,5160,1975,6,0,1
CN5Z111D0014,36.692,90.71,0.8,1.5,5340,5570,5100,1975,6,0,1
CN5Z111D0016,36.692,90.61,0.44,0.6,5240,5409,5090,1975,6,0,1
CN5Z111E0003,36.56,90.309,0.33,0.7,5120,5280,4940,1976,6,0,1
CN5Z111F0001,36.727,90.171,0.24,0.5,5160,5316,5100,1976,6,0,1
CN5Z111F0004,36.793,89.966,0.27,0.7,5340,5450,5320,1976,6,0,1
CN5Z111F0005,36.799,89.958,0.29,0.5,5180,5380,5070,1976,6,0,1
CN5Z112A0001,36.572,90.243,0.37,1,5180,5462,4960,1977,6,0,1
CN5Z112A0002,36.573,90.233,0.51,1.2,5140,5462,4900,1977,6,0,1
CN5Z112A0003,36.571,90.225,0.41,0.9,5140,5380,4960,1977,6,0,1
CN5Z112A0004,36.576,90.213,0.81,1.2,5160,5451,4960,1977,6,0,1
CN5Z112A0005,36.595,90.223,0.8,1.5,5200,5475,4940,1977,6,0,1
CN5Z112A0006,36.581,90.193,0.72,1.3,5160,5475,4940,1977,6,0,1
CN5Z112A0007,36.586,90.184,0.7,1.1,5180,5447,5000,1977,6,0,1
CN5Z112A0015,36.587,89.863,0.26,0.7,5120,5340,4960,1977,6,0,1
CN5Z112A0019,36.618,89.809,0.23,0.6,5100,5320,4960,1977,6,0,1
CN5Z112A0020,36.624,89.792,1.37,1.3,5280,5522,5000,1977,6,0,1
CN5Z112A0021,36.616,89.752,0.64,1.2,5220,5020,5000,1977,6,0,1
