ANLYS_ID,GLAC_ID,AREA,DB_AREA,WIDTH,LENGTH,PRIMECLASS,MIN_ELEV,MEAN_ELEV,MAX_ELEV,SRC_DATE,REC_STATUS,GLAC_NAME,WGMS_ID,LOCAL_ID,GLAC_STAT,GEOG_AREA,PARENT_ID,DATE,YEAR,MONTH,longitude,latitude
101215,G286929E46788S,12.4259,12.4292,0.0,4786.66,0,0,0,0,2007-09-06T00:00:00,okay,None,None,CLGC-9,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.071,-46.788000000000004
101886,G286929E46788S,13.1393,13.1428,0.0,4786.66,0,0,0,0,2001-08-04T00:00:00,okay,None,None,CLGC-9,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.071,-46.788000000000004
102506,G286929E46788S,15.3202,15.3244,0.0,5285.27,0,0,0,0,1870-01-01T00:00:00,okay,None,None,CLGC-9,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.071,-46.788000000000004
107884,G286929E46788S,13.6053,13.6089,0.0,5270.57,0,0,0,0,1986-01-14T00:00:00,okay,None,None,CLGC-9,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.071,-46.788000000000004
101146,G286719E46755S,80.2842,80.3127,0.0,10225.6,0,0,0,0,2007-09-06T00:00:00,okay,None,None,NPI-32,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.281,-46.755
102307,G286719E46755S,82.3281,82.3572,0.0,10536.7,0,0,0,0,1974-06-30T00:00:00,okay,None,None,NPI-32,exists,Antarctic Peninsula,,1974-06-30 00:00:00,1974,6,-73.281,-46.755
101763,G286719E46755S,80.2842,80.3127,0.0,10225.6,0,0,0,0,2001-08-04T00:00:00,okay,None,None,NPI-32,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.281,-46.755
107826,G286719E46755S,80.0724,80.1009,0.0,10009.3,0,0,0,0,1986-01-14T00:00:00,okay,None,None,NPI-32,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.281,-46.755
102437,G286719E46755S,108.69,108.728,0.0,13793.1,0,0,0,0,1870-01-01T00:00:00,okay,None,None,NPI-32,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.281,-46.755
313243,G286719E46755S,7.683,65.9919,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,NPI-32,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-73.281,-46.755
2113,G286719E46755S,66.34,66.3749,0.0,0.0,4,0,0,0,2001-03-11T00:00:00,okay,None,None,NPI-32,exists,"Chilean glaciers, between -18 and -56 degrees latitude",,2001-03-11 00:00:00,2001,3,-73.281,-46.755
101162,G286570E46600S,118.681,118.73700000000001,0.0,27183.1,0,0,0,0,2007-09-06T00:00:00,okay,None,None,NPI-6,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.43,-46.6
101779,G286570E46600S,124.759,124.818,0.0,29358.6,0,0,0,0,2001-08-04T00:00:00,okay,None,None,NPI-6,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.43,-46.6
102320,G286570E46600S,135.192,135.256,0.0,29358.6,0,0,0,0,1974-06-30T00:00:00,okay,None,None,NPI-6,exists,Antarctic Peninsula,,1974-06-30 00:00:00,1974,6,-73.43,-46.6
107842,G286570E46600S,132.029,132.091,0.0,29358.6,0,0,0,0,1986-01-14T00:00:00,okay,None,None,NPI-6,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.43,-46.6
102453,G286570E46600S,140.362,140.429,0.0,29588.8,0,0,0,0,1870-01-01T00:00:00,okay,None,None,NPI-6,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.43,-46.6
314133,G286570E46600S,118.50299999999999,118.50299999999999,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,NPI-6,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-73.43,-46.6
2129,G286570E46600S,119.2,126.949,0.0,0.0,4,0,0,0,2001-03-11T00:00:00,okay,None,None,NPI-6,exists,"Chilean glaciers, between -18 and -56 degrees latitude",,2001-03-11 00:00:00,2001,3,-73.43,-46.6
101193,G286829E48560S,41.2443,41.2589,0.0,14192.9,0,0,0,0,2007-09-06T00:00:00,okay,None,None,SPI-5,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.171,-48.56
101856,G286829E48560S,42.8649,42.8801,0.0,14690.6,0,0,0,0,2001-08-04T00:00:00,okay,None,None,SPI-5,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.171,-48.56
102484,G286829E48560S,46.8176,46.833999999999996,0.0,17389.3,0,0,0,0,1870-01-01T00:00:00,okay,None,None,SPI-5,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.171,-48.56
107862,G286829E48560S,42.9779,42.9931,0.0,14941.9,0,0,0,0,1986-01-14T00:00:00,okay,None,None,SPI-5,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.171,-48.56
324043,G286829E48560S,37.288000000000004,37.2879,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,SPI-5,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-73.171,-48.56
101581,G287590E47667S,5.76485,5.7641300000000015,0.0,3161.54,0,0,0,0,2007-09-06T00:00:00,okay,None,None,MSL-8,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-72.41,-47.667
102216,G287590E47667S,5.76485,5.7641300000000015,0.0,3161.54,0,0,0,0,2001-08-04T00:00:00,okay,None,None,MSL-8,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-72.41,-47.667
102883,G287590E47667S,8.68419,8.68313,0.0,4653.81,0,0,0,0,1870-01-01T00:00:00,okay,None,None,MSL-8,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-72.41,-47.667
108227,G287590E47667S,5.76485,5.7641300000000015,0.0,3161.54,0,0,0,0,1986-01-14T00:00:00,okay,None,None,MSL-8,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-72.41,-47.667
313665,G287590E47667S,4.646,4.6456800000000005,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,MSL-8,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-72.41,-47.667
101257,G290552E54592S,22.6105,22.5573,0.0,7782.78,0,0,0,0,2007-09-06T00:00:00,okay,None,None,CD-22,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-69.44800000000001,-54.592
101785,G290552E54592S,22.6979,22.6445,0.0,7658.09,0,0,0,0,2001-08-04T00:00:00,okay,None,None,CD-22,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-69.44800000000001,-54.592
102538,G290552E54592S,24.5185,24.4607,0.0,9916.24,0,0,0,0,1870-01-01T00:00:00,okay,None,None,CD-22,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-69.44800000000001,-54.592
107925,G290552E54592S,22.6664,22.6131,0.0,6558.8,0,0,0,0,1986-01-14T00:00:00,okay,None,None,CD-22,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-69.44800000000001,-54.592
317677,G290552E54592S,37.321999999999996,37.3217,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,CD-22,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-69.44800000000001,-54.592
101170,G286431E47184S,265.866,266.01099999999997,0.0,40678.7,0,0,0,0,2007-09-06T00:00:00,okay,Acodado,14,NPI-14,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.569,-47.184
101833,G286431E47184S,269.688,269.835,0.0,41667.3,0,0,0,0,2001-08-04T00:00:00,okay,Acodado,14,NPI-14,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.569,-47.184
102293,G286431E47184S,277.545,277.691,0.0,42831.8,0,0,0,0,1974-06-30T00:00:00,okay,Acodado,14,NPI-14,exists,Antarctic Peninsula,,1974-06-30 00:00:00,1974,6,-73.569,-47.184
102461,G286431E47184S,295.5370000000001,295.70099999999996,0.0,45698.1,0,0,0,0,1870-01-01T00:00:00,okay,Acodado,14,NPI-14,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.569,-47.184
107793,G286431E47184S,278.555,278.70799999999997,0.0,42609.1,0,0,0,0,1986-01-14T00:00:00,okay,Acodado,14,NPI-14,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.569,-47.184
2141,G286431E47184S,268.6,268.749,0.0,0.0,4,0,0,0,2001-03-11T00:00:00,okay,Acodado,14,NPI-14,exists,"Chilean glaciers, between -18 and -56 degrees latitude",,2001-03-11 00:00:00,2001,3,-73.569,-47.184
101270,G290587E54704S,7.89722,7.8784600000000005,0.0,4317.78,0,0,0,0,2007-09-06T00:00:00,okay,None,None,CD-35,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-69.413,-54.70399999999999
101933,G290587E54704S,7.89722,7.8784600000000005,0.0,4317.78,0,0,0,0,2001-08-04T00:00:00,okay,None,None,CD-35,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-69.413,-54.70399999999999
102551,G290587E54704S,9.16393,18.2843,0.0,4570.18,0,0,0,0,1870-01-01T00:00:00,okay,None,None,CD-35,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-69.413,-54.70399999999999
107938,G290587E54704S,8.18475,8.165280000000001,0.0,4317.78,0,0,0,0,1986-01-14T00:00:00,okay,None,None,CD-35,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-69.413,-54.70399999999999
318173,G290587E54704S,6.347,6.34732,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,CD-35,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-69.413,-54.70399999999999
101153,G286716E46597S,87.8158,87.8119,0.0,20432.2,0,0,0,0,2007-09-06T00:00:00,okay,None,None,NPI-38,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.28399999999999,-46.597
101770,G286716E46597S,89.2428,89.2745,0.0,20370.4,0,0,0,0,2001-08-04T00:00:00,okay,None,None,NPI-38,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.28399999999999,-46.597
102313,G286716E46597S,92.0934,92.126,0.0,20370.4,0,0,0,0,1974-06-30T00:00:00,okay,None,None,NPI-38,exists,Antarctic Peninsula,,1974-06-30 00:00:00,1974,6,-73.28399999999999,-46.597
102444,G286716E46597S,98.0016,98.0363,0.0,21171.7,0,0,0,0,1870-01-01T00:00:00,okay,None,None,NPI-38,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.28399999999999,-46.597
107833,G286716E46597S,89.2428,89.2745,0.0,20370.4,0,0,0,0,1986-01-14T00:00:00,okay,None,None,NPI-38,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.28399999999999,-46.597
322064,G286716E46597S,73.911,73.9105,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,NPI-38,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-73.28399999999999,-46.597
2091,G286716E46597S,85.75,85.7882,0.0,0.0,4,0,0,0,2001-03-11T00:00:00,okay,None,None,NPI-38,exists,"Chilean glaciers, between -18 and -56 degrees latitude",,2001-03-11 00:00:00,2001,3,-73.28399999999999,-46.597
101752,G286599E47361S,77.2253,77.1647,0.0,24776.4,0,0,0,0,2001-08-04T00:00:00,okay,None,None,NPI-21,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.40100000000001,-47.361000000000004
101135,G286599E47361S,75.1441,75.0826,0.0,23657.7,0,0,0,0,2007-09-06T00:00:00,okay,None,None,NPI-21,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.40100000000001,-47.361000000000004
102290,G286599E47361S,84.1842,84.219,0.0,25393.7,0,0,0,0,1974-06-30T00:00:00,okay,None,None,NPI-21,exists,Antarctic Peninsula,,1974-06-30 00:00:00,1974,6,-73.40100000000001,-47.361000000000004
102426,G286599E47361S,100.402,97.76100000000001,0.0,29590.3,0,0,0,0,1870-01-01T00:00:00,okay,None,None,NPI-21,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.40100000000001,-47.361000000000004
107790,G286599E47361S,79.634,78.5984,0.0,24776.4,0,0,0,0,1986-01-14T00:00:00,okay,None,None,NPI-21,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.40100000000001,-47.361000000000004
321250,G286599E47361S,70.712,70.7123,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,NPI-21,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-73.40100000000001,-47.361000000000004
2103,G286599E47361S,80.31,80.3465,0.0,0.0,4,0,0,0,2001-03-11T00:00:00,okay,None,None,NPI-21,exists,"Chilean glaciers, between -18 and -56 degrees latitude",,2001-03-11 00:00:00,2001,3,-73.40100000000001,-47.361000000000004
101755,G286552E47076S,42.2029,41.7692,0.0,9705.71,0,0,0,0,2001-08-04T00:00:00,okay,None,None,NPI-26,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.44800000000001,-47.076
101138,G286552E47076S,41.8199,41.3861,0.0,8816.39,0,0,0,0,2007-09-06T00:00:00,okay,None,None,NPI-26,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.44800000000001,-47.076
102299,G286552E47076S,45.7423,45.7573,0.0,11055.3,0,0,0,0,1974-06-30T00:00:00,okay,None,None,NPI-26,exists,Antarctic Peninsula,,1974-06-30 00:00:00,1974,6,-73.44800000000001,-47.076
102429,G286552E47076S,50.1213,50.1418,0.0,14116.2,0,0,0,0,1870-01-01T00:00:00,okay,None,None,NPI-26,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.44800000000001,-47.076
107818,G286552E47076S,43.2849,42.8517,0.0,9705.71,0,0,0,0,1986-01-14T00:00:00,okay,None,None,NPI-26,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.44800000000001,-47.076
328231,G286552E47076S,30.651,30.6511,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,NPI-26,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-73.44800000000001,-47.076
2107,G286552E47076S,37.1,37.1078,0.0,0.0,0,0,0,0,2001-03-11T00:00:00,okay,None,None,NPI-26,exists,"Chilean glaciers, between -18 and -56 degrees latitude",,2001-03-11 00:00:00,2001,3,-73.44800000000001,-47.076
101131,G286707E47314S,17.7586,17.7426,0.0,0.0,0,0,0,0,2007-09-06T00:00:00,okay,None,None,NPI-23,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.293,-47.31399999999999
101748,G286707E47314S,17.7586,17.7426,0.0,0.0,0,0,0,0,2001-08-04T00:00:00,okay,None,None,NPI-23,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.293,-47.31399999999999
102422,G286707E47314S,18.4744,18.4587,0.0,0.0,0,0,0,0,1870-01-01T00:00:00,okay,None,None,NPI-23,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.293,-47.31399999999999
107786,G286707E47314S,18.4342,18.4185,0.0,0.0,0,0,0,0,1986-01-14T00:00:00,okay,None,None,NPI-23,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.293,-47.31399999999999
314690,G286707E47314S,0.499,1.4917,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,NPI-23,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-73.293,-47.31399999999999
2114,G286707E47314S,6.32,6.33335,0.0,0.0,0,0,0,0,2001-03-11T00:00:00,okay,None,None,NPI-23,exists,"Chilean glaciers, between -18 and -56 degrees latitude",,2001-03-11 00:00:00,2001,3,-73.293,-47.31399999999999
101393,G286863E50974S,15.8723,15.8783,0.0,3354.89,0,0,0,0,2007-09-06T00:00:00,okay,None,None,CPG-11,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.137,-50.974
101871,G286863E50974S,15.8723,15.8783,0.0,3354.89,0,0,0,0,2001-08-04T00:00:00,okay,None,None,CPG-11,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.137,-50.974
102695,G286863E50974S,18.5968,18.6038,0.0,5180.53,0,0,0,0,1870-01-01T00:00:00,okay,None,None,CPG-11,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.137,-50.974
108046,G286863E50974S,16.1913,16.1974,0.0,4076.52,0,0,0,0,1986-01-14T00:00:00,okay,None,None,CPG-11,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.137,-50.974
325288,G286863E50974S,13.424000000000001,13.4242,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,CPG-11,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-73.137,-50.974
101122,G287025E46900S,16.1221,16.1255,0.0,5688.15,0,0,0,0,2007-09-06T00:00:00,okay,None,None,CLGC-18,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-72.975,-46.9
101739,G287025E46900S,16.1221,16.1255,0.0,5688.15,0,0,0,0,2001-08-04T00:00:00,okay,None,None,CLGC-18,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-72.975,-46.9
102413,G287025E46900S,20.1178,20.122,0.0,8878.9,0,0,0,0,1870-01-01T00:00:00,okay,None,None,CLGC-18,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-72.975,-46.9
107777,G287025E46900S,16.6038,16.6074,0.0,6407.61,0,0,0,0,1986-01-14T00:00:00,okay,None,None,CLGC-18,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-72.975,-46.9
312857,G287025E46900S,15.418,15.418,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,CLGC-18,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-72.975,-46.9
101637,G286769E52870S,1.22927,1.22983,0.0,1410.92,0,0,0,0,2007-09-06T00:00:00,okay,None,None,GCN-46,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.23100000000001,-52.87
102264,G286769E52870S,1.22927,1.22983,0.0,1410.92,0,0,0,0,2001-08-04T00:00:00,okay,None,None,GCN-46,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.23100000000001,-52.87
102931,G286769E52870S,1.31676,1.3173700000000002,0.0,1516.14,0,0,0,0,1870-01-01T00:00:00,okay,None,None,GCN-46,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.23100000000001,-52.87
108275,G286769E52870S,1.31676,1.3173700000000002,0.0,1516.14,0,0,0,0,1986-01-14T00:00:00,okay,None,None,GCN-46,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.23100000000001,-52.87
318080,G286769E52870S,1.264,1.26368,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,GCN-46,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-73.23100000000001,-52.87
64316,G286769E52870S,1.281,1.28169,0.0,0.0,6,0,0,0,1998-02-21T03:45:00,okay,None,None,GCN-46,exists,Antarctic Peninsula,,1998-02-21 03:45:00,1998,2,-73.23100000000001,-52.87
64469,G286769E52870S,0.871,0.8715350000000001,0.0,0.0,6,0,0,0,2007-08-27T20:48:49,okay,None,None,GCN-46,exists,Chile,,2007-08-27 20:48:49,2007,8,-73.23100000000001,-52.87
101365,G286420E50545S,56.3066,56.3373,0.0,8308.17,0,0,0,0,2007-09-06T00:00:00,okay,None,None,SPI-119,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.58,-50.545
101802,G286420E50545S,59.5502,59.5829,0.0,8308.17,0,0,0,0,2001-08-04T00:00:00,okay,None,None,SPI-119,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.58,-50.545
102667,G286420E50545S,65.4159,65.4521,0.0,8308.17,0,0,0,0,1870-01-01T00:00:00,okay,None,None,SPI-119,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.58,-50.545
108019,G286420E50545S,59.8432,59.87600000000001,0.0,8308.17,0,0,0,0,1986-01-14T00:00:00,okay,None,None,SPI-119,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.58,-50.545
319908,G286420E50545S,32.577,32.5767,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,SPI-119,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-73.58,-50.545
101633,G286874E52868S,9.35183,9.35565,0.0,6708.1,0,0,0,0,2007-09-06T00:00:00,okay,None,2052,GCN-38,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.126,-52.868
102260,G286874E52868S,9.4969,9.50079,0.0,6708.1,0,0,0,0,2001-08-04T00:00:00,okay,None,2052,GCN-38,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.126,-52.868
102927,G286874E52868S,9.714080000000001,9.718060000000001,0.0,7025.58,0,0,0,0,1870-01-01T00:00:00,okay,None,2052,GCN-38,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.126,-52.868
108271,G286874E52868S,9.65215,9.656130000000001,0.0,7025.58,0,0,0,0,1986-01-14T00:00:00,okay,None,2052,GCN-38,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.126,-52.868
325097,G286874E52868S,9.047,9.04733,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,2052,GCN-38,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-73.126,-52.868
64308,G286874E52868S,9.468,9.47199,0.0,0.0,4,0,0,0,1998-02-21T03:45:00,okay,None,2052,GCN-38,exists,Antarctic Peninsula,,1998-02-21 03:45:00,1998,2,-73.126,-52.868
64461,G286874E52868S,9.221,9.22558,0.0,0.0,4,0,0,0,2007-08-27T20:48:49,okay,None,2052,GCN-38,exists,Chile,,2007-08-27 20:48:49,2007,8,-73.126,-52.868
101277,G291030E54605S,9.9442,9.91531,0.0,5041.82,0,0,0,0,2007-09-06T00:00:00,okay,None,None,CDMG-26,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-68.97,-54.605
101940,G291030E54605S,9.9442,9.91531,0.0,5041.82,0,0,0,0,2001-08-04T00:00:00,okay,None,None,CDMG-26,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-68.97,-54.605
102558,G291030E54605S,12.6129,12.5765,0.0,6749.32,0,0,0,0,1870-01-01T00:00:00,okay,None,None,CDMG-26,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-68.97,-54.605
107945,G291030E54605S,10.1977,10.1681,0.0,5234.36,0,0,0,0,1986-01-14T00:00:00,okay,None,None,CDMG-26,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-68.97,-54.605
326583,G291030E54605S,11.134,11.1342,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,CDMG-26,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-68.97,-54.605
101224,G286800E46160S,7.20845,7.2107800000000015,0.0,3499.17,0,0,0,0,2007-09-06T00:00:00,okay,None,None,CE-4,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.2,-46.16
101895,G286800E46160S,7.20845,7.2107800000000015,0.0,3499.17,0,0,0,0,2001-08-04T00:00:00,okay,None,None,CE-4,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.2,-46.16
102515,G286800E46160S,7.490639999999999,7.49305,0.0,3967.67,0,0,0,0,1870-01-01T00:00:00,okay,None,None,CE-4,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.2,-46.16
107893,G286800E46160S,7.45443,7.456810000000001,0.0,3967.67,0,0,0,0,1986-01-14T00:00:00,okay,None,None,CE-4,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.2,-46.16
312940,G286800E46160S,5.8820000000000014,5.88221,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,CE-4,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-73.2,-46.16
101328,G290735E54642S,2.71524,2.70827,0.0,0.0,0,0,0,0,2007-09-06T00:00:00,okay,None,None,CD-57,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-69.265,-54.641999999999996
101983,G290735E54642S,2.71524,2.70827,0.0,0.0,0,0,0,0,2001-08-04T00:00:00,okay,None,None,CD-57,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-69.265,-54.641999999999996
102629,G290735E54642S,3.89623,3.88631,0.0,0.0,0,0,0,0,1870-01-01T00:00:00,okay,None,None,CD-57,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-69.265,-54.641999999999996
107803,G290735E54642S,2.71524,2.70827,0.0,0.0,0,0,0,0,1986-01-14T00:00:00,okay,None,None,CD-57,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-69.265,-54.641999999999996
315624,G290735E54642S,1.936,1.93595,0.0,0.0,0,0,0,0,2000-06-15T00:00:00,okay,None,None,CD-57,exists,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,,2000-06-15 00:00:00,2000,6,-69.265,-54.641999999999996
101373,G286318E50350S,13.6818,13.6901,0.0,5133.65,0,0,0,0,2007-09-06T00:00:00,okay,None,None,SPI-122,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-73.682,-50.35
102022,G286318E50350S,13.9403,13.9486,0.0,5306.97,0,0,0,0,2001-08-04T00:00:00,okay,None,None,SPI-122,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-73.682,-50.35
102675,G286318E50350S,15.8783,15.8878,0.0,6595.59,0,0,0,0,1870-01-01T00:00:00,okay,None,None,SPI-122,exists,Antarctic Peninsula,,1870-01-01 00:00:00,1870,1,-73.682,-50.35
108027,G286318E50350S,13.9403,13.9486,0.0,5306.97,0,0,0,0,1986-01-14T00:00:00,okay,None,None,SPI-122,exists,Antarctic Peninsula,,1986-01-14 00:00:00,1986,1,-73.682,-50.35
101204,G287434E47596S,4.84592,4.84583,0.0,2612.76,0,0,0,0,2007-09-06T00:00:00,okay,None,None,EV-16,exists,Antarctic Peninsula,,2007-09-06 00:00:00,2007,9,-72.566,-47.596000000000004
101867,G287434E47596S,4.84592,4.84583,0.0,2612.76,0,0,0,0,2001-08-04T00:00:00,okay,None,None,EV-16,exists,Antarctic Peninsula,,2001-08-04 00:00:00,2001,8,-72.566,-47.596000000000004
